key,locale,package,origin_text,text
activity::activitypoint.setting_post_on_other_action,es,metafox/activity,"Post a new status on someone's profile.",
activity::activitypoint.setting_post_on_other_description,es,metafox/activity,"Post a new status on someone's profile.",
activity::activitypoint.setting_post_on_wall_action,es,metafox/activity,"Post a new status on your profile",
activity::activitypoint.setting_post_on_wall_description,es,metafox/activity,"Post a new status on your profile",
activity::admin.add_comment_as_feed_description,es,metafox/activity,"If this setting is enabled it will add comments that are added to items such as videos, blogs, photos etc... as its own feed entry.",
activity::admin.add_comment_as_feed_label,es,metafox/activity,"Add Comments as Feeds",
activity::admin.allow_choosing_sort_on_feed_description,es,metafox/activity,,
activity::admin.allow_choosing_sort_on_feed_label,es,metafox/activity,"Allow Choosing Sort On Feed",
activity::admin.can_change_privacy_from_feed,es,metafox/activity,"Can change privacy from feed",
activity::admin.can_comment,es,metafox/activity,"Can comment",
activity::admin.can_create_feed,es,metafox/activity,"Can create feed item",
activity::admin.can_edit,es,metafox/activity,"Can edit",
activity::admin.can_like,es,metafox/activity,"Can like",
activity::admin.can_put_stream,es,metafox/activity,"Can put stream",
activity::admin.can_share,es,metafox/activity,"Can share",
activity::admin.check_new_in_minutes_description,es,metafox/activity,"The feed will be automatically refreshed at the specified time interval. If the input value is 0, your feed will not be automatically refreshed.",
activity::admin.check_new_in_minutes_label,es,metafox/activity,"How long will the feed be refreshed in minutes?",
activity::admin.enable_checkin_description,es,metafox/activity,"Enable Check-in feature. Note: The Check-in feature can be used when posting status or configuring page locations. The setting of Google API key need to be configured to use this feature.",
activity::admin.enable_checkin_label,es,metafox/activity,"Enable Check-In",
activity::admin.enable_hide_feed_description,es,metafox/activity,"If enabled, users will be able to hide feed on the homepage.",
activity::admin.enable_hide_feed_label,es,metafox/activity,"Enable Hide Feed",
activity::admin.enable_tag_friends_description,es,metafox/activity,"If enabled, users will be able to tag their friends when posting a status update.",
activity::admin.enable_tag_friends_label,es,metafox/activity,"Enable Tag Friends",
activity::admin.feed_limit_days_description,es,metafox/activity,"This setting controls how many days we should look back when displaying feeds. If you set this to 0 it will look for all the feeds. We advice to add a limit to keep your site fresh. Note that this setting does not apply when viewing a users profile as it will list all of their feeds.",
activity::admin.feed_limit_days_label,es,metafox/activity,"Feed Limit (Days)",
activity::admin.friends_only_description,es,metafox/activity,"Set to ON if you would like news feed to only be displayed to the user and their friends.",
activity::admin.friends_only_label,es,metafox/activity,"Friends Only",
activity::admin.is_active,es,metafox/activity,Active,
activity::admin.is_request,es,metafox/activity,Request,
activity::admin.load_feeds_limit,es,metafox/activity,"Load Feeds Limit",
activity::admin.load_feeds_limit_description,es,metafox/activity,"Limit the number of feeds that will be displayed in the main news feed during each page load.",
activity::admin.most_recent,es,metafox/activity,"Most Recent",
activity::admin.pin_homepage_description,es,metafox/activity,"Set to :number to allow unlimited pinning of posts.",
activity::admin.pin_homepage_label,es,metafox/activity,"The maximum number of posts that can be pinned on the homepage",
activity::admin.pin_profile_description,es,metafox/activity,"Set to :number to allow unlimited pinning of posts.",
activity::admin.pin_profile_label,es,metafox/activity,"The maximum number of posts that can be pinned on the Profile User/ Page/ Group",
activity::admin.prevent_from_edit_feed_item,es,metafox/activity,"Prevent from editing feed item",
activity::admin.schedule_on_feed_description,es,metafox/activity,"If enabled, users will be able to schedule when sharing items on feed.",
activity::admin.schedule_on_feed_label,es,metafox/activity,"Enable Schedule on Feed",
activity::admin.sort_default_description,es,metafox/activity,"Select the default criterion to sort in New Feed. This setting will be applied for new registered users on your site only.",
activity::admin.sort_default_label,es,metafox/activity,"Default criterion to sort on New Feed",
activity::admin.spam_check_status_updates_description,es,metafox/activity,"Define how many status updates should we check to see if the new status update the user is adding is similar and if one is we will guide them to add another status update.",
activity::admin.spam_check_status_updates_label,es,metafox/activity,"Spam Check Status Updates",
activity::admin.sponsored_feed_cache_time_description,es,metafox/activity,"Define how long we should keep the cache for the Sponsored Feed by minutes. 0 means we do not cache this data.",
activity::admin.sponsored_feed_cache_time_label,es,metafox/activity,"Sponsored Feed Cache Time",
activity::admin.top_stories,es,metafox/activity,"Top Stories",
activity::admin.top_stories_both,es,metafox/activity,Both,
activity::admin.top_stories_comment,es,metafox/activity,Comment,
activity::admin.top_stories_like,es,metafox/activity,Like,
activity::admin.top_stories_update_description,es,metafox/activity,"Select the criterion to sort top stories in feed.",
activity::admin.top_stories_update_label,es,metafox/activity,"Criterion to sort top stories in feed",
activity::admin.type,es,metafox/activity,Type,
activity::mail.approved_feed_content,es,metafox/activity,"Your pending post has been approved.",
activity::mail.approved_feed_subject,es,metafox/activity,"Your Pending Post Has Been Approved",
activity::mail.pending_feed_content,es,metafox/activity,"A post is waiting for your approval.",
activity::mail.pending_feed_subject,es,metafox/activity,"A post is waiting for your approval.",
activity::mail.user_reacted_to_a_post_you_shared_subject,es,metafox/activity,":user reacted to a post you shared.",
activity::mail.user_reacted_to_your_post_subject,es,metafox/activity,":user reacted to your post: :title.",
activity::notification.an_admin_approved_your_post,es,metafox/activity,"Admin has approved your post.",
activity::notification.an_admin_declined_your_post,es,metafox/activity,"Admin has declined your post.",
activity::notification.pending_post_in_entity_name_is_waiting_for_your_approval,es,metafox/activity,"A post in :entity_type <b>:entity_title</b> is waiting for your approval.",
activity::notification.pending_post_is_waiting_for_your_approval,es,metafox/activity,"A post is waiting for your approval.",
activity::notification.user_commented_on_owner_post,es,metafox/activity,"<b>{user}</b> { isTitle, select, 1 { commented on <b>{owner}'s</b> post: <b>{title}</b>.} other { commented on <b>{owner}'s</b> post.}}",
activity::notification.user_commented_on_post_that_you_are_tagged,es,metafox/activity,"<b>:user</b> commented on a post that you are tagged in.",
activity::notification.user_commented_to_your_post,es,metafox/activity,"<b>{user}</b> { isTitle, select, 1 { commented on your post: <b>{title}</b>.} other { commented on your post.}}",
activity::notification.user_commented_to_your_post_in_name,es,metafox/activity,"<b>{user}</b> commented on {user_name, select, your{your} other{<b>{user_name}'s</b>}} post in <b>{owner_name}</b>.",
activity::notification.user_reacted_to_a_post_you_shared,es,metafox/activity,"<b>{user}</b> reacted to a post you shared.",
activity::notification.user_reacted_to_post_that_you_are_tagged_in_owner_name,es,metafox/activity,"<b>{user}</b> { isTitle, select, 1 { reacted to a post that you are tagged in <b>:owner_name</b>: "":feed_content"".} other { reacted to a post that you are tagged in <b>:owner_name</b>.}}",
activity::notification.user_reacted_to_post_you_are_tagged_title,es,metafox/activity,"<b>{user}</b> { isTitle, select, 1 { reacted to a post you are tagged in: "":feed_content"".} other { reacted to a post you are tagged in.}}",
activity::notification.user_reacted_to_your_post,es,metafox/activity,"<b>{user}</b> { isTitle, select, 1 { reacted to your post: <b>{title}</b>} other { reacted to your post.}}",
activity::notification.user_reacted_to_your_post_in_name,es,metafox/activity,"<b>{user}</b> { isTitle, select, 1 { reacted to your post in <b>{owner_name}</b>: <b>{title}</b>.} other { reacted to your post in <b>{owner_name}</b>.}}",
activity::permission.can_approve_activity_post_desc,es,metafox/activity,,
activity::permission.can_approve_activity_post_label,es,metafox/activity,"Can approve pending activity posts?",
activity::permission.can_approve_share_desc,es,metafox/activity,,
activity::permission.can_approve_share_label,es,metafox/activity,"Can approve post share?",
activity::permission.can_can_purchase_sponsor_feed_desc,es,metafox/activity,,
activity::permission.can_can_purchase_sponsor_feed_label,es,metafox/activity,"Can sponsor own activity feed?",
activity::permission.can_can_sponsor_feed_feed_desc,es,metafox/activity,,
activity::permission.can_can_sponsor_feed_feed_label,es,metafox/activity,"Can sponsor activity feed without paying sponsor fee?",
activity::permission.can_create_activity_snooze_desc,es,metafox/activity,,
activity::permission.can_create_activity_snooze_label,es,metafox/activity,"Can create snoozes?",
activity::permission.can_create_feed_desc,es,metafox/activity,,
activity::permission.can_create_feed_label,es,metafox/activity,"Can create activity feed?",
activity::permission.can_create_share_desc,es,metafox/activity,,
activity::permission.can_create_share_label,es,metafox/activity,"Can create posts share?",
activity::permission.can_delete_activity_snooze_desc,es,metafox/activity,,
activity::permission.can_delete_activity_snooze_label,es,metafox/activity,"Can delete snoozes?",
activity::permission.can_delete_feed_desc,es,metafox/activity,,
activity::permission.can_delete_feed_label,es,metafox/activity,"Can delete activity feed?",
activity::permission.can_delete_share_desc,es,metafox/activity,,
activity::permission.can_delete_share_label,es,metafox/activity,"Can delete posts share?",
activity::permission.can_hide_feed_desc,es,metafox/activity,,
activity::permission.can_hide_feed_label,es,metafox/activity,"Can hide activity feed?",
activity::permission.can_moderate_activity_snooze_desc,es,metafox/activity,,
activity::permission.can_moderate_activity_snooze_label,es,metafox/activity,"Can moderate snoozes?",
activity::permission.can_moderate_feed_desc,es,metafox/activity,,
activity::permission.can_moderate_feed_label,es,metafox/activity,"Can moderate activity feed?",
activity::permission.can_moderate_share_desc,es,metafox/activity,,
activity::permission.can_moderate_share_label,es,metafox/activity,"Can moderate post share?",
activity::permission.can_pin_feed_desc,es,metafox/activity,,
activity::permission.can_pin_feed_label,es,metafox/activity,"Can pin activity feed?",
activity::permission.can_pin_home_feed_desc,es,metafox/activity,,
activity::permission.can_pin_home_feed_label,es,metafox/activity,"Can pin posts on home page",
activity::permission.can_purchase_sponsor_activity_post_desc,es,metafox/activity,,
activity::permission.can_purchase_sponsor_activity_post_label,es,metafox/activity,"Can sponsor activity posts?",
activity::permission.can_report_activity_post_desc,es,metafox/activity,,
activity::permission.can_report_activity_post_label,es,metafox/activity,"Can report posts?",
activity::permission.can_report_feed_desc,es,metafox/activity,,
activity::permission.can_report_feed_label,es,metafox/activity,"Can report activity feed?",
activity::permission.can_save_activity_post_desc,es,metafox/activity,,
activity::permission.can_save_activity_post_label,es,metafox/activity,"Can save posts?",
activity::permission.can_sponsor_in_feed_activity_post_desc,es,metafox/activity,,
activity::permission.can_sponsor_in_feed_activity_post_label,es,metafox/activity,"Can sponsor activity posts in feed without paying sponsor fee?",
activity::permission.can_update_activity_snooze_desc,es,metafox/activity,,
activity::permission.can_update_activity_snooze_label,es,metafox/activity,"Can update snoozes?",
activity::permission.can_update_feed_desc,es,metafox/activity,,
activity::permission.can_update_feed_label,es,metafox/activity,"Can edit activity feed?",
activity::permission.can_update_share_desc,es,metafox/activity,,
activity::permission.can_update_share_label,es,metafox/activity,"Can edit posts share?",
activity::permission.can_view_activity_snooze_desc,es,metafox/activity,,
activity::permission.can_view_activity_snooze_label,es,metafox/activity,"Can view snoozes?",
activity::permission.can_view_feed_desc,es,metafox/activity,,
activity::permission.can_view_feed_label,es,metafox/activity,"Can view activity feeds?",
activity::permission.can_view_share_desc,es,metafox/activity,,
activity::permission.can_view_share_label,es,metafox/activity,"Can view posts share?",
activity::phrase.activities,es,metafox/activity,Activities,
activity::phrase.activity,es,metafox/activity,Feed,
activity::phrase.activity_feed_approved_notification_type,es,metafox/activity,"Approve Pending Feed",
activity::phrase.activity_feed_declined_notification_type,es,metafox/activity,"Decline Pending Feed",
activity::phrase.activity_feed_pending_notification_type,es,metafox/activity,"Pending Feed",
activity::phrase.activity_feed_tagged_notification_type,es,metafox/activity,"Tagged In Feed",
activity::phrase.activity_notification_type,es,metafox/activity,"Feed Notifications",
activity::phrase.activity_post_label_saved,es,metafox/activity,Post,
activity::phrase.activity_post_type,es,metafox/activity,"Activity Post Type",
activity::phrase.activity_share_type,es,metafox/activity,"Activity Share Type",
activity::phrase.activity_type_can_comment,es,metafox/activity,"Can users comment on this activity type?",
activity::phrase.activity_type_can_create_feed,es,metafox/activity,"Create Feed",
activity::phrase.activity_type_can_edit,es,metafox/activity,"Can users edit status this activity type?",
activity::phrase.activity_type_can_like,es,metafox/activity,"Can users react on this activity type?",
activity::phrase.activity_type_can_put_stream,es,metafox/activity,"Add this activity feed to the owner's timeline?",
activity::phrase.activity_type_can_redirect_to_detail,es,metafox/activity,"The feed of activity type can be redirected to detail page of item.",
activity::phrase.activity_type_can_share,es,metafox/activity,"Can users share this activity type?",
activity::phrase.add_new_item,es,metafox/activity,"Added media attachments",
activity::phrase.app_name,es,metafox/activity,Feed,
activity::phrase.attachment_is_not_valid,es,metafox/activity,"Attachment is not available",
activity::phrase.captcha_on_create_activity_post,es,metafox/activity,"Enable CAPTCHA challenge when posting new status",
activity::phrase.check_in,es,metafox/activity,Check-in,
activity::phrase.copy_link,es,metafox/activity,"Copy link",
activity::phrase.create_post_form,es,metafox/activity,"Create post form",
activity::phrase.decline_post_and_block_author,es,metafox/activity,"Decline post and block author",
activity::phrase.delete_confirm,es,metafox/activity,"Are you sure you want to permanently delete this post?",
activity::phrase.deleted_item,es,metafox/activity,"The media files have been removed from this post.",
activity::phrase.delete_post,es,metafox/activity,"Delete Post",
activity::phrase.edit_activity_type,es,metafox/activity,"Edit Activity Type",
activity::phrase.edit_post,es,metafox/activity,"Edit Post",
activity::phrase.enable_this_activity_type,es,metafox/activity,"Enable this activity type?",
activity::phrase.feed,es,metafox/activity,Feed,
activity::phrase.feed_cannot_be_created,es,metafox/activity,"Feed cannot be created.",
activity::phrase.feed_created_successfully,es,metafox/activity,"Post has been created successfully.",
activity::phrase.feed_default_privacy,es,metafox/activity,"Feed default privacy",
activity::phrase.feed_deleted_successfully,es,metafox/activity,"Post has been deleted successfully.",
activity::phrase.feed_edit_successfully,es,metafox/activity,"Post has been edited successfully.",
activity::phrase.feed_global_search_label,es,metafox/activity,Posts,
activity::phrase.feed_label_saved,es,metafox/activity,Feed,
activity::phrase.hide_all_from_owner_full_name,es,metafox/activity,"Hide All From :owner_full_name",
activity::phrase.hide_all_from_shared_owner_full_name,es,metafox/activity,"Hide All From :shared_owner_full_name",
activity::phrase.hide_all_from_shared_user_full_name,es,metafox/activity,"Hide All From :shared_user_full_name",
activity::phrase.hide_all_from_user_full_name,es,metafox/activity,"Hide All From :user_full_name",
activity::phrase.hide_this_post,es,metafox/activity,"Hide this Post",
activity::phrase.is_system_activity_type,es,metafox/activity,"Is system activity type?",
activity::phrase.no_content,es,metafox/activity,"No Content",
activity::phrase.permission.activity_post.create,es,metafox/activity,"Activity Post Create Permission",
activity::phrase.permission.activity_post.delete,es,metafox/activity,"Activity Post Delete Permission",
activity::phrase.permission.activity_post.moderate,es,metafox/activity,"Activity Post Moderate Permission",
activity::phrase.permission.activity_post.update,es,metafox/activity,"Activity Post Update Permission",
activity::phrase.permission.activity_post.view,es,metafox/activity,"Activity Post View Permission",
activity::phrase.permission.activity_snooze.create,es,metafox/activity,"Activity Snooze Create Permission",
activity::phrase.permission.activity_snooze.delete,es,metafox/activity,"Activity Snooze Delete Permission",
activity::phrase.permission.activity_snooze.moderate,es,metafox/activity,"Activity Snooze Moderate Permission",
activity::phrase.permission.activity_snooze.update,es,metafox/activity,"Activity Snooze Update Permission",
activity::phrase.permission.activity_snooze.view,es,metafox/activity,"Activity Snooze View Permission",
activity::phrase.permission.feed.can_purchase_sponsor,es,metafox/activity,"Activity Feed Can Purchase Sponsor Permission",
activity::phrase.permission.feed.can_sponsor_feed,es,metafox/activity,"Activity Feed Can Sponsor Feed Permission",
activity::phrase.permission.feed.create,es,metafox/activity,"Activity Feed Create Permission",
activity::phrase.permission.feed.delete,es,metafox/activity,"Activity Feed Delete Permission",
activity::phrase.permission.feed.hide,es,metafox/activity,"Activity Feed Hide Permission",
activity::phrase.permission.feed.moderate,es,metafox/activity,"Activity Feed Moderate Permission",
activity::phrase.permission.feed.update,es,metafox/activity,"Activity Feed Update Permission",
activity::phrase.permission.feed.view,es,metafox/activity,"Activity Feed View Permission",
activity::phrase.permissions,es,metafox/activity,Permissions,
activity::phrase.pin_post,es,metafox/activity,"Pin this Post to your Profile",
activity::phrase.pin_post_on_homepage,es,metafox/activity,"Pin Post on Homepage",
activity::phrase.pin_this_post_to_your_profile,es,metafox/activity,"Pin this Post to your Profile",
activity::phrase.poll,es,metafox/activity,Poll,
activity::phrase.post_in_process_message,es,metafox/activity,"Your post is being processed. We'll let you know when it is ready to view.",
activity::phrase.posts,es,metafox/activity,Posts,
activity::phrase.post_successfully_removed,es,metafox/activity,"Post has been successfully removed.",
activity::phrase.removed_item,es,metafox/activity,"Removed media attachments",
activity::phrase.removed_tag_successfully,es,metafox/activity,"Removed tag successfully",
activity::phrase.remove_from_saved_list,es,metafox/activity,"Remove from Saved list",
activity::phrase.remove_post,es,metafox/activity,"Remove Post",
activity::phrase.remove_tag,es,metafox/activity,"Remove Tag",
activity::phrase.report,es,metafox/activity,Report,
activity::phrase.report_item,es,metafox/activity,"Report Item",
activity::phrase.report_to_group_admins,es,metafox/activity,"Report to group admins",
activity::phrase.save_post,es,metafox/activity,Save,
activity::phrase.settings,es,metafox/activity,Settings,
activity::phrase.share_a_post_to_newsfeed,es,metafox/activity,"shared a post to newsfeed",
activity::phrase.share_default_privacy,es,metafox/activity,"Share default privacy",
activity::phrase.shared_successfully,es,metafox/activity,"Shared successfully",
activity::phrase.shared_to_feed,es,metafox/activity,"Shared to feed",
activity::phrase.share_now,es,metafox/activity,"Share now",
activity::phrase.share_on_friends,es,metafox/activity,"Share on a friend's profile",
activity::phrase.share_on_group,es,metafox/activity,"Share on a Group",
activity::phrase.share_on_page,es,metafox/activity,"Share on a Page",
activity::phrase.share_to_news_feed,es,metafox/activity,"Share to News Feed",
activity::phrase.site_settings,es,metafox/activity,"Activity Settings",
activity::phrase.snooze_owner_full_name_for_30_days,es,metafox/activity,"Snooze :owner_full_name For 30 Days",
activity::phrase.snooze_shared_owner_full_name_for_30_days,es,metafox/activity,"Snooze :shared_owner_full_name For 30 Days",
activity::phrase.snooze_shared_user_full_name_for_30_days,es,metafox/activity,"Snooze :shared_user_full_name For 30 Days",
activity::phrase.snooze_user_full_name_for_30_days,es,metafox/activity,"Snooze :user_full_name For 30 Days",
activity::phrase.sponsor_in_feed,es,metafox/activity,"Sponsor In Feed",
activity::phrase.status,es,metafox/activity,Status,
activity::phrase.status_background,es,metafox/activity,"Status Background",
activity::phrase.successfully_posted_please_waiting_for_approve,es,metafox/activity,"Successfully posted. Please wait for approval.",
activity::phrase.tag_friends,es,metafox/activity,"Tag Friends",
activity::phrase.thanks_for_editting_your_post_for_approval,es,metafox/activity,"Thanks for editting your post! Please wait for approval.",
activity::phrase.thanks_for_your_post_for_approval,es,metafox/activity,"Thanks for your post! It's been submitted to admins for approval.",
activity::phrase.this_user_has_been_blocked_and_the_post_has_been_declined,es,metafox/activity,"This user has been blocked and the post has been declined.",
activity::phrase.title,es,metafox/activity,Title,
activity::phrase.types,es,metafox/activity,Types,
activity::phrase.unable_to_share_this_post_due_to_privacy_setting,es,metafox/activity,"Unable to share this post due to privacy",
activity::phrase.unpin_post,es,metafox/activity,"Unpin Post",
activity::phrase.unpin_post_on_homepage,es,metafox/activity,"Unpin Post On Home Page",
activity::phrase.unsponsor_in_feed,es,metafox/activity,"Unsponsor In Feed",
activity::phrase.updated_item,es,metafox/activity,"Updated media attachments",
activity::phrase.user_post_approved,es,metafox/activity,":user's post has been approved.",
activity::phrase.user_post_declined,es,metafox/activity,":user's post has been declined.",
activity::phrase.user_privacy.who_can_post_on_your_profile,es,metafox/activity,"Who can post on your profile?",
activity::phrase.user_privacy.who_can_share_a_post,es,metafox/activity,"Who can create posts?",
activity::phrase.user_privacy.who_can_view_your_activities_section_on_your_profile_page,es,metafox/activity,"Who can view the posts or activities on your profile?",
activity::phrase.user_status,es,metafox/activity,"User Status",
activity::phrase.video,es,metafox/activity,Video,
activity::phrase.view_edit_history,es,metafox/activity,"View Edit History",
activity::phrase.your_post_has_been_submitted_to_group_admins_for_approval,es,metafox/activity,"Your post has been submitted to group admins for approval.",
activitypoint::mail.points_added,es,metafox/activity-point,"An administrator gave you {points, plural, one {one activity point} other {# activity points} }.",
activitypoint::mail.points_revoked,es,metafox/activity-point,"{points, plural, one {Your point has been revoked by an administrator.} other {Your points has been revoked by an administrator.}}",
activitypoint::mail.purchase_package_fail,es,metafox/activity-point,"Your purchase of {amount, plural, one {# activity point} other {# activity points}} cannot be processed properly. Please try again later.",
activitypoint::mail.purchase_package_success,es,metafox/activity-point,"Your purchase of {amount, plural, one {# activity point has} other {# activity points have}} been processed successfully.",
activitypoint::mail.received_gifted_points,es,metafox/activity-point,"<b>{user}</b> gave you {points, plural, one {one activity point} other {# activity points} }.",
activitypoint::mail.received_gifted_points_subject,es,metafox/activity-point,"{user} gave you {points, plural, one {one activity point} other {# activity points} }.",
activitypoint::permission.can_can_adjust_activity_points_activitypoint_desc,es,metafox/activity-point,"If enabled, users of this role will be allowed to adjust activity points of members in the community.",
activitypoint::permission.can_can_adjust_activity_points_activitypoint_label,es,metafox/activity-point,"Can adjust activity points of members?",
activitypoint::permission.can_can_gift_activity_points_activitypoint_desc,es,metafox/activity-point,,
activitypoint::permission.can_can_gift_activity_points_activitypoint_label,es,metafox/activity-point,"Can gift activity points to members?",
activitypoint::permission.can_can_purchase_points_activitypoint_desc,es,metafox/activity-point,"Enable if allowing users to buy point packages.",
activitypoint::permission.can_can_purchase_points_activitypoint_label,es,metafox/activity-point,"Can purchase activity points?",
activitypoint::permission.can_can_purchase_with_activity_points_activitypoint_desc,es,metafox/activity-point,"Enable if allowing users to use activity points to purchase items",
activitypoint::permission.can_can_purchase_with_activity_points_activitypoint_label,es,metafox/activity-point,"Can use activity points to purchase items?",
activitypoint::permission.can_create_activitypoint_package_desc,es,metafox/activity-point,,
activitypoint::permission.can_create_activitypoint_package_label,es,metafox/activity-point,"Can create activity point packages?",
activitypoint::permission.can_create_activitypoint_setting_desc,es,metafox/activity-point,,
activitypoint::permission.can_create_activitypoint_setting_label,es,metafox/activity-point,"Can create activity point settings?",
activitypoint::permission.can_delete_activitypoint_package_desc,es,metafox/activity-point,,
activitypoint::permission.can_delete_activitypoint_package_label,es,metafox/activity-point,"Can delete activity point packages?",
activitypoint::permission.can_delete_activitypoint_setting_desc,es,metafox/activity-point,,
activitypoint::permission.can_delete_activitypoint_setting_label,es,metafox/activity-point,"Can delete activity point settings?",
activitypoint::permission.can_maximum_activity_points_admin_can_adjust_activitypoint_desc,es,metafox/activity-point,,
activitypoint::permission.can_maximum_activity_points_admin_can_adjust_activitypoint_label,es,metafox/activity-point,"Maximum Activity Points users of this role can send to members in AdminCP > Member Points",
activitypoint::permission.can_moderate_activitypoint_desc,es,metafox/activity-point,,
activitypoint::permission.can_moderate_activitypoint_label,es,metafox/activity-point,"Can moderate activity points ?",
activitypoint::permission.can_moderate_activitypoint_package_desc,es,metafox/activity-point,,
activitypoint::permission.can_moderate_activitypoint_package_label,es,metafox/activity-point,"Can moderate activity points package?",
activitypoint::permission.can_moderate_activitypoint_setting_desc,es,metafox/activity-point,,
activitypoint::permission.can_moderate_activitypoint_setting_label,es,metafox/activity-point,"Can moderate activity point settings?",
activitypoint::permission.can_period_time_admin_adjust_activity_points_activitypoint_desc,es,metafox/activity-point,,
activitypoint::permission.can_period_time_admin_adjust_activity_points_activitypoint_label,es,metafox/activity-point,"The period for sending Activity Points to members in AdminCP > Member Points",
activitypoint::permission.can_update_activitypoint_package_desc,es,metafox/activity-point,,
activitypoint::permission.can_update_activitypoint_package_label,es,metafox/activity-point,"Can update activity point packages?",
activitypoint::permission.can_update_activitypoint_setting_desc,es,metafox/activity-point,,
activitypoint::permission.can_update_activitypoint_setting_label,es,metafox/activity-point,"Can update activity point settings?",
activitypoint::permission.can_view_activitypoint_package_desc,es,metafox/activity-point,,
activitypoint::permission.can_view_activitypoint_package_label,es,metafox/activity-point,"Can view activity point package details?",
activitypoint::permission.can_view_activitypoint_setting_desc,es,metafox/activity-point,,
activitypoint::permission.can_view_activitypoint_setting_label,es,metafox/activity-point,"Can view activity point setting details?",
activitypoint::permission.can_view_any_activitypoint_package_desc,es,metafox/activity-point,,
activitypoint::permission.can_view_any_activitypoint_package_label,es,metafox/activity-point,"Can view all activity point packages?",
activitypoint::permission.can_view_any_activitypoint_setting_desc,es,metafox/activity-point,,
activitypoint::permission.can_view_any_activitypoint_setting_label,es,metafox/activity-point,"Can view all activity point settings?",
activitypoint::phrase.action,es,metafox/activity-point,Action,
activitypoint::phrase.action_type,es,metafox/activity-point,"Action Type",
activitypoint::phrase.activity_point,es,metafox/activity-point,"Activity Point",
activitypoint::phrase.activitypoint,es,metafox/activity-point,"Activity Points",
activitypoint::phrase.activitypoint_notification_type,es,metafox/activity-point,"Activity Point Notifications",
activitypoint::phrase.activity_points,es,metafox/activity-point,"Activity Points",
activitypoint::phrase.activity_post_create_action,es,metafox/activity-point,"Post a new post",
activitypoint::phrase.activity_post_create_description,es,metafox/activity-point,"Post a new post",
activitypoint::phrase.activity_post_post_on_other_action,es,metafox/activity-point,"Share a post on other profile",
activitypoint::phrase.activity_post_post_on_wall_action,es,metafox/activity-point,"Share a post on own profile",
activitypoint::phrase.add_new_package,es,metafox/activity-point,"Add New Package",
activitypoint::phrase.adjust,es,metafox/activity-point,Adjust,
activitypoint::phrase.adjust_point,es,metafox/activity-point,"Adjust points",
activitypoint::phrase.adjust_points,es,metafox/activity-point,"Adjust points",
activitypoint::phrase.announcement_create_action,es,metafox/activity-point,"Create a new announcement",
activitypoint::phrase.announcement_create_description,es,metafox/activity-point,"Create an new announcement",
activitypoint::phrase.app,es,metafox/activity-point,App,
activitypoint::phrase.app_name,es,metafox/activity-point,"Activity Point",
activitypoint::phrase.blog_create_action,es,metafox/activity-point,"Publish a new blog",
activitypoint::phrase.blog_create_description,es,metafox/activity-point,"Publish a new blog",
activitypoint::phrase.browse_package_transaction,es,metafox/activity-point,,
activitypoint::phrase.browse_setting,es,metafox/activity-point,"Point Settings",
activitypoint::phrase.browse_statistic,es,metafox/activity-point,"Point Members",
activitypoint::phrase.browse_transaction,es,metafox/activity-point,"Transaction History",
activitypoint::phrase.change_point_setting,es,metafox/activity-point,"Change Point Setting",
activitypoint::phrase.comment_create_action,es,metafox/activity-point,"Add a new comment",
activitypoint::phrase.comment_create_description,es,metafox/activity-point,"Add a new comment",
activitypoint::phrase.conversation_rate_desc,es,metafox/activity-point,,
activitypoint::phrase.conversation_rate_label,es,metafox/activity-point,"Conversation Rate",
activitypoint::phrase.date,es,metafox/activity-point,Date,
activitypoint::phrase.define_a_price,es,metafox/activity-point,"Define a price in this currency",
activitypoint::phrase.earn_point,es,metafox/activity-point,"Earned Points",
activitypoint::phrase.edit_package,es,metafox/activity-point,"Edit Package",
activitypoint::phrase.enter_member_name,es,metafox/activity-point,"Enter member name",
activitypoint::phrase.event_create_action,es,metafox/activity-point,"Create a new event",
activitypoint::phrase.event_create_description,es,metafox/activity-point,"Create a new event",
activitypoint::phrase.feed_create_action,es,metafox/activity-point,"Create a new post",
activitypoint::phrase.feed_create_description,es,metafox/activity-point,"Create a new post",
activitypoint::phrase.forum_post_create_action,es,metafox/activity-point,"Create a new forum post",
activitypoint::phrase.forum_post_create_description,es,metafox/activity-point,"Create a new forum post",
activitypoint::phrase.forum_thread_create_action,es,metafox/activity-point,"Create a new forum thread",
activitypoint::phrase.forum_thread_create_description,es,metafox/activity-point,"Create a new forum thread",
activitypoint::phrase.gifted_point_is_required,es,metafox/activity-point,"Gifted point is required",
activitypoint::phrase.gifted_point_to_user,es,metafox/activity-point,"Your points are gifted away.",
activitypoint::phrase.gift_points,es,metafox/activity-point,"Gift Points",
activitypoint::phrase.gift_points_text,es,metafox/activity-point,"You are about to gift activity points to user <b>{user}</b>. These points will be taken from your activity points. At this moment, you have { current_points, plural, =0 {no point} one {only one point} other {# points}} available to gift away.",
activitypoint::phrase.group_create_action,es,metafox/activity-point,"Create a new group",
activitypoint::phrase.group_create_description,es,metafox/activity-point,"Create a new group",
activitypoint::phrase.how_many_points,es,metafox/activity-point,"How many points do you want to gift away?",
activitypoint::phrase.how_to_earn,es,metafox/activity-point,"How To Earn",
activitypoint::phrase.link_create_action,es,metafox/activity-point,"Post a link to feed",
